152;1550.00;9.50;1399.00;big
152;1708.00;9.50;1165.00;big
153;1836.00;9.50;1739.00;big
153;1668.00;9.50;1666.00;big
154;3420.00;10.88;1377.00;big
154;3406.00;9.93;1259.00;big
155;1798.00;9.50;1994.00;big
155;1529.00;9.50;1970.00;big
156;1315.00;9.50;1917.00;big
156;1212.00;9.50;1900.00;big
157;1813.00;10.95;1916.00;big
157;1838.00;10.88;1850.00;big
158;1555.00;10.15;1648.00;big
158;1469.00;10.30;1664.00;big
159;1536.00;10.70;1905.00;big
159;1466.00;10.70;1954.00;big
160;1462.00;10.15;1749.00;big
160;1506.00;10.28;1815.00;big
161;1626.00;9.90;1850.00;big
161;1616.00;10.15;1767.00;big
162;1764.00;9.90;1839.00;big
162;1705.00;10.40;1847.00;big
163;1633.00;10.40;1919.00;big
163;1716.00;10.65;1936.00;big
164;1128.00;9.50;1454.00;big
164;1398.00;9.50;1566.00;big
165;1227.00;10.50;1712.00;big
165;1327.00;10.65;1697.00;big
166;698.00;9.50;1861.00;big
166;1008.00;9.50;1887.00;big
167;646.00;9.50;1438.00;big
167;871.00;9.50;1431.00;big
168;1053.00;10.12;1085.00;big
168;1223.00;14.00;1167.00;big
169;1878.00;9.50;725.00;big
169;1662.00;9.50;723.00;big
170;1406.00;9.50;869.00;big
170;1485.00;9.50;1013.00;big
171;1454.00;9.90;364.00;big
171;1432.00;9.50;695.00;big
172;670.00;9.50;186.00;big
172;993.00;9.50;120.00;big
173;1212.00;10.25;517.00;big
173;1154.00;9.93;714.00;big
174;786.00;9.50;480.00;big
174;815.00;9.90;788.00;big
175;3868.00;9.98;894.00;big
175;3860.00;10.10;1000.00;big
176;420.00;9.50;1276.00;big
176;91.00;9.50;1264.00;big
177;105.00;9.50;916.00;big
177;432.00;9.50;900.00;big
178;3977.00;10.00;722.00;big
178;3947.00;10.40;655.00;big
179;3754.00;10.80;503.00;big
179;3700.00;10.10;416.00;big
180;3791.00;9.88;226.00;big
180;3741.00;10.98;300.00;big
181;3916.00;9.85;566.00;big
181;3914.00;11.00;480.00;big
182;3948.00;10.75;368.00;big
182;3998.00;11.20;265.00;big
183;4014.00;9.90;130.00;big
183;3688.00;9.50;70.00;big
184;3696.00;10.10;1915.00;big
184;3921.00;9.50;1934.00;big
185;3700.00;10.03;1378.00;big
185;3662.00;9.50;1583.00;big
186;3942.00;9.50;1701.00;big
186;4206.00;9.50;1780.00;big
187;3937.00;9.50;1330.00;big
187;3683.00;9.98;1203.00;big
188;3877.00;11.70;1571.00;big
188;3787.00;10.78;1627.00;big
189;3949.00;10.00;1381.00;big
189;3904.00;10.93;1465.00;big
190;4121.00;11.12;1537.00;big
190;4175.00;11.23;1571.00;big
191;3988.00;11.20;1530.00;big
191;4058.00;10.95;1569.00;big
192;4013.00;10.30;1446.00;big
192;4060.00;10.32;1392.00;big
193;4118.00;11.00;1453.00;big
193;4191.00;10.70;1457.00;big
194;4331.00;10.00;1466.00;big
194;4410.00;9.50;1564.00;big
195;4005.00;11.30;1259.00;big
195;4064.00;12.20;1239.00;big
196;662.00;9.50;1099.00;big
196;758.00;9.50;952.00;big
197;4121.00;10.90;1271.00;big
197;4188.00;10.00;1282.00;big
198;4320.00;10.03;1284.00;big
198;4242.00;10.15;1294.00;big
199;4751.00;9.50;1697.00;big
199;4448.00;10.05;1649.00;big
200;5502.00;9.50;1970.00;big
200;5483.00;9.50;1749.00;big
201;5400.00;9.50;1255.00;big
201;5418.00;9.50;1470.00;big
202;4740.00;10.05;1896.00;big
202;4476.00;10.23;1938.00;big
203;5013.00;9.50;1713.00;big
203;5118.00;9.50;1640.00;big
204;5180.00;10.00;1864.00;big
204;5090.00;10.73;1897.00;big
205;5024.00;10.80;1532.00;big
205;5105.00;11.23;1547.00;big
206;4850.00;11.00;1590.00;big
206;4937.00;10.65;1540.00;big
207;4611.00;10.35;1441.00;big
207;4556.00;11.00;1423.00;big
208;4732.00;11.15;1546.00;big
208;4653.00;10.70;1546.00;big
209;461.00;9.90;534.00;big
209;170.00;9.90;507.00;big
210;416.00;9.50;163.00;big
210;167.00;9.50;125.00;big
211;4437.00;10.10;138.00;big
211;4261.00;10.62;148.00;big
212;4781.00;9.90;130.00;big
212;4625.00;9.50;102.00;big
213;4943.00;10.07;534.00;big
213;5014.00;10.03;369.00;big
214;4573.00;9.50;400.00;big
214;4785.00;10.10;391.00;big
215;4594.00;10.30;228.00;big
215;4640.00;11.10;172.00;big
216;4610.00;10.80;321.00;big
216;4537.00;10.20;315.00;big
217;5022.00;9.90;211.00;big
217;5115.00;10.00;154.00;big
218;5534.00;9.50;390.00;big
218;5507.00;9.50;57.00;big
219;5354.00;10.23;642.00;big
219;5232.00;10.10;577.00;big
220;5227.00;9.50;927.00;big
220;5130.00;10.32;677.00;big
221;4036.00;10.82;571.00;big
221;4087.00;9.90;659.00;big
222;4191.00;10.90;670.00;big
222;4165.00;12.38;595.00;big
223;4218.00;10.85;514.00;big
223;4142.00;11.35;520.00;big
224;4083.00;10.70;463.00;big
224;4030.00;9.95;503.00;big
225;4231.00;10.20;294.00;big
225;4136.00;10.30;247.00;big
226;4114.00;11.30;344.00;big
226;4154.00;10.60;412.00;big
227;4260.00;9.90;397.00;big
227;4349.00;10.35;345.00;big
228;4296.00;10.80;651.00;big
228;4285.00;11.78;571.00;big
229;4757.00;10.32;646.00;big
229;4656.00;13.25;657.00;big
230;4443.00;10.60;445.00;big
230;4512.00;11.95;489.00;big
231;4619.00;11.10;499.00;big
231;4742.00;11.20;525.00;big
232;4394.00;10.00;493.00;big
232;4319.00;10.07;473.00;big
233;4482.00;11.20;617.00;big
233;4396.00;11.90;599.00;big
234;4576.00;12.50;591.00;big
234;4555.00;10.32;675.00;big
235;4831.00;10.30;492.00;big
235;4840.00;10.73;582.00;big
236;5124.00;10.80;877.00;big
236;5078.00;10.20;803.00;big
237;4921.00;10.07;742.00;big
237;4889.00;9.90;652.00;big
238;4980.00;10.00;895.00;big
238;4967.00;12.12;816.00;big
239;5125.00;10.32;1351.00;big
239;5145.00;10.12;1431.00;big
240;5078.00;11.00;1122.00;big
240;5041.00;10.70;1030.00;big
241;5152.00;9.95;1090.00;big
241;5229.00;10.80;1089.00;big
242;5098.00;10.32;1247.00;big
242;5179.00;10.65;1215.00;big
243;4000.00;9.93;1033.00;big
243;3950.00;9.93;1077.00;big
244;4040.00;11.10;1144.00;big
244;3980.00;10.00;1194.00;big
245;4063.00;11.35;1083.00;big
245;4127.00;11.00;1089.00;big
246;3998.00;9.85;946.00;big
246;4041.00;10.23;875.00;big
247;4102.00;11.23;752.00;big
247;4093.00;11.20;820.00;big
248;4216.00;10.00;808.00;big
248;4276.00;10.28;740.00;big
249;4148.00;12.35;889.00;big
249;4227.00;12.10;913.00;big
250;4165.00;11.30;988.00;big
250;4089.00;10.12;995.00;big
251;4161.00;10.90;1176.00;big
251;4255.00;12.60;1177.00;big
252;4353.00;13.40;754.00;big
252;4430.00;10.70;740.00;big
253;4343.00;10.85;1231.00;big
253;4383.00;10.70;1174.00;big
254;4849.00;11.03;954.00;big
254;4842.00;10.60;864.00;big
255;4831.00;12.55;785.00;big
255;4784.00;11.35;741.00;big
256;4691.00;11.30;766.00;big
256;4635.00;11.53;791.00;big
257;4731.00;11.70;869.00;big
257;4634.00;10.78;895.00;big
258;4559.00;10.90;790.00;big
258;4489.00;10.07;831.00;big
259;4557.00;10.12;918.00;big
259;4498.00;11.60;899.00;big
260;4326.00;12.07;864.00;big
260;4405.00;11.23;831.00;big
261;4233.00;10.30;1062.00;big
261;4328.00;13.93;1059.00;big
262;4460.00;11.50;962.00;big
262;4421.00;12.60;909.00;big
263;4441.00;11.15;1109.00;big
263;4419.00;11.38;1016.00;big
264;4265.00;12.38;984.00;big
264;4330.00;11.75;947.00;big
265;4483.00;9.98;1196.00;big
265;4999.00;10.00;948.00;big
266;4570.00;10.20;1087.00;big
266;4629.00;10.53;1074.00;big
267;4685.00;10.90;1032.00;big
267;4731.00;9.90;1071.00;big
268;4630.00;11.00;1168.00;big
268;4741.00;11.40;1152.00;big
269;4583.00;11.07;1303.00;big
269;4521.00;10.70;1292.00;big
270;4917.00;11.93;1175.00;big
270;4990.00;11.75;1165.00;big
271;4972.00;10.95;1456.00;big
271;5053.00;13.53;1446.00;big
272;4896.00;10.20;1476.00;big
272;4831.00;11.28;1487.00;big
273;5024.00;11.30;1367.00;big
273;5034.00;12.10;1307.00;big
274;4937.00;11.00;1344.00;big
274;4887.00;10.93;1398.00;big
275;4960.00;11.18;1246.00;big
275;5023.00;10.30;1247.00;big
276;4913.00;12.00;1279.00;big
276;4896.00;10.20;1235.00;big
277;4732.00;9.90;1447.00;big
277;4804.00;11.75;1387.00;big
278;4810.00;10.20;1255.00;big
278;4823.00;10.85;1319.00;big
279;4720.00;11.50;1327.00;big
279;4639.00;12.10;1362.00;big
